clip,source_id,language_requested,language_code,language_probability,n_speakers,transcript
en_nptel_lecture_demo_0045.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"Plots, lines of constant PV, lines of constant phi, lines of constant H star, lines of constant VA, wet bulb temperature."
en_nptel_lecture_demo_0046.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"Now, if you look at this and this, because these depend only on omega, uh, that means if the axis is vertical, this can be shown very nicely in the axis itself. So let me just erase this."
en_nptel_lecture_demo_0047.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"So what is shown here, let me erase this also, just okay. So what is shown here, this is"
en_nptel_lecture_demo_0048.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"PV, but instead of showing it in kilopascal, this is shown in millimeters of mercury, and the reference value 760 millimeters of mercury for barometric pressure is given there. So this can be easily converted into kilo units of kilopascal."
en_nptel_lecture_demo_0049.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"So PV depends only on omega, since omega is the vertical axis, PV axis is also vertical."
en_nptel_lecture_demo_0051.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"So this is the dew point, so this is dew point 0, dew point 10 degrees Celsius, 20 degrees Celsius and so on."
en_nptel_lecture_demo_0052.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,Okay? So that is shown parallel to the omega axis. So these two are straightforward and  so we had denoted them using this green color. So let me just show them again. So this is
en_nptel_lecture_demo_0053.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"In green, this is in green. They are dependent only on omega, so we know we can show them in the vertical axis."
en_nptel_lecture_demo_0056.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,Quantity whose dependence on temperature we don't really know is this Hg.
en_nptel_lecture_demo_0057.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"If you actually go to the property tables, let's say steam tables, and for the range of temperatures that we are going to likely encounter in psychrometric applications. We already mentioned that. So for the range of temperature,"
en_nptel_lecture_demo_0059.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"kg, it varies only by about 100 kilojoule per kg, which is less than a 5% variation. So what happens is across the entire range of temperatures that we are seeing, Hg varies by less than 5%, which means that essentially Hg is a constant, more or less."
en_nptel_lecture_demo_0060.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"Which means that all H star equal to constant lines will depend linearly on T and omega, which means the H star equal to constant line."
en_nptel_lecture_demo_0061.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"is a line with a negative slope, meaning in the second quadrant."
en_nptel_lecture_demo_0062.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"Of course, when we draw this line, you know, we are drawing accurately. But this argument that we are making is just to get an idea of what these lines will look like."
en_nptel_lecture_demo_0063.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"Uh, this constant, uh, H star equal to constant, what does it look like on a, uh,"
en_nptel_lecture_demo_0065.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"with the negative slope, which is why we have shown the chart in the second quadrant."
en_nptel_lecture_demo_0066.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,So H star equal to constant line looks like this. So it's uh these lines are uh it has a negative slope.
en_nptel_lecture_demo_0068.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"Or we can argue that HG is more or less a constant, so H star equal to constant is going to appear more or less like a straight line in with a negative slope in the psychrometric chart."
en_nptel_lecture_demo_0069.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"Now VA on the face of it appears to depend both on T and omega, but if you look at the second term here."
en_nptel_lecture_demo_0071.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"Omega is typically a number of the order of about, you know, 0.001 to maybe 0.01, 0.02, not very big, okay, when compared to 0.622, which means that essentially this term"
en_nptel_lecture_demo_0073.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"Uh, depends on omega and T. However, for the range of values of omega and T under consideration, the slope varies very little and hence lines of constant VA are nearly straight lines but steeper than lines of constant H star."
en_nptel_lecture_demo_0074.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,So the next expression that we are going to look at is the expression for wet bulb.
en_nptel_lecture_demo_0075.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"Again, uh, this quantity, uh, omega minus omega, uh, wet bulb is likely to be a very, very small number, okay?"
en_nptel_lecture_demo_0076.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"is going to be a very small number. So the second term probably is negligibly small, which means that lines of constant wet bulb temperature will coincide with the lines of constant H star. So as you can see here,"
en_nptel_lecture_demo_0077.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"And you can see lines of constant wet bulb temperature here. So for example, 20 degrees Celsius, 15 degrees Celsius, 10 degrees Celsius. So you can see that they are almost parallel to"
en_nptel_lecture_demo_0081.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,Lines of constant H star and that is what we are seeing in the chart also. So basically these are the quantities  contours of which are depicted in the psychrometric chart.
en_nptel_lecture_demo_0082.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"So let us summarize what we have said so far. So we have argued that lines of constant H are straight lines, almost straight lines with a negative slope in the second quadrant in T omega coordinate space."
en_nptel_lecture_demo_0083.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,And we also argued that 0.622 plus omega depends very weakly on omega because omega itself is very small in psychrometric application. So PV depends almost linearly on omega alone.
en_nptel_lecture_demo_0085.wav,en_nptel_lecture_demo,en-IN,en-IN,,1,"The quantity omega minus omega wet bulb is usually very small, which means that lines of constant wet bulb temperature almost coincide with lines of constant mixture specific enthalpy in the psychrometric chart."
en_psychro_p1_0001.wav,en_psychro_p1,en-IN,en-IN,,1,"So in this  lecture, we are going to  discuss  psychrometry.  Okay, so what do we mean by the word psychrometry? Basically,  psychrometry is the study of the changes in the state"
en_psychro_p1_0002.wav,en_psychro_p1,en-IN,en-IN,,1,"and content of moist or humid air. And the primary application where psychrometry is applied is in heating, ventilation, and air conditioning, that is HVAC."
en_psychro_p1_0007.wav,en_psychro_p1,en-IN,en-IN,,1,"Okay. 
Now, at the same time, if the  humidity level is high, that is also not very comfortable. 
Although temperature may be okay, but  high humidity level is also not good because you feel sticky. 
Again, there is a sense of discomfort. 
Okay, so for"
en_psychro_p1_0009.wav,en_psychro_p1,en-IN,en-IN,,1,"deals with that, okay? So essentially it looks at the state of moist air, which means air with water vapor in it, and also the content of moist air. So if the air is too dry, then we may want to add more water vapor to the air to make it more comfortable. If the air is too hot,"
en_psychro_p1_0010.wav,en_psychro_p1,en-IN,en-IN,,1,"Humid, we may want to remove some water vapor again to make the environment more comfortable, okay? So comfort depends on both temperature as well as humidity, and that is what we are going to study in this module, okay?"
en_psychro_p1_0011.wav,en_psychro_p1,en-IN,en-IN,,1,"Okay, how temperature, state of the air and content or in other words temperature and humidity of air can be controlled in these sorts of applications. So if you go to big buildings, the temperature and humidity are automatically controlled by the central air conditioning system."
en_psychro_p1_0012.wav,en_psychro_p1,en-IN,en-IN,,1,"Automobiles also nowadays have very sophisticated systems where you can set the temperature and everything is regulated, so you have a very good sense of comfort, okay? So we will see how, uh, how this effect is achieved."
en_psychro_p1_0013.wav,en_psychro_p1,en-IN,en-IN,,1,"In other words, how do we control the temperature and the moisture content in the air? Number one, how are these quantities measured so that appropriate control actions can be initiated? So we will look at both these aspects."
en_psychro_p1_0014.wav,en_psychro_p1,en-IN,en-IN,,1,"in this module. 
In addition to HVAC,  psychrometry is also of importance in drying and also in cooling towers used in thermal power plants. 
We will look at these applications, but by and large it's used in HVAC."
en_psychro_p1_0015.wav,en_psychro_p1,en-IN,en-IN,,1,"Okay? So the next question that arises is what is moist air? Okay, what do we mean by moist air or humid air? Because"
en_psychro_p1_0018.wav,en_psychro_p1,en-IN,en-IN,,1,"Okay? So humid air does not mean there is a lot of water vapor in the air or moist air does not mean there is a lot of water vapor in the air. Moist air or humid air refers to the fact that we have air, just dry air plus some amount of water vapor."
en_psychro_p1_0019.wav,en_psychro_p1,en-IN,en-IN,,1,"Okay? The amount of water vapor, again, uh, is what we are actually going to quantify and try to control in practical applications."
en_psychro_p1_0020.wav,en_psychro_p1,en-IN,en-IN,,1,"So let us take, uh, say air at a temperature of 25 degrees Celsius and one atmosphere pressure, okay? So it contains a certain amount of water vapor at the same temperature, but depending on the amount of water, it is at its own partial pressure PV."
en_psychro_p1_0021.wav,en_psychro_p1,en-IN,en-IN,,1,Okay? So let us look at the state of the water vapor and  PV TV diagram like this. So you can see that the water vapor is at a temperature of 25 degrees Celsius and at some partial pressure.
en_psychro_p1_0022.wav,en_psychro_p1,en-IN,en-IN,,1,"Okay, note that it lies on the superheated side, or in other words, the water vapor is superheated because the partial pressure is so low."
en_psychro_p1_0023.wav,en_psychro_p1,en-IN,en-IN,,1,"Because the amount of water vapor that is in the air is very, very small."
en_psychro_p1_0026.wav,en_psychro_p1,en-IN,en-IN,,1,"pressure of the water vapor, and as we increase the amount of water, the pressure increases. So the isobar moves in this direction, and as we decrease the amount of water vapor in the air, the isobar or corresponding to the partial pressure moves in this direction."
en_psychro_p1_0027.wav,en_psychro_p1,en-IN,en-IN,,1,So the water vapor in the room is superheated on account of the fact that its partial pressure is quite small.
en_psychro_p1_0029.wav,en_psychro_p1,en-IN,en-IN,,1,"steam that comes into mind and you know, temperature is very high. But"
en_psychro_p1_0030.wav,en_psychro_p1,en-IN,en-IN,,1,"Uh, that need not be the case. So here we have air at room temperature. The water vapor is also at room temperature, 25 degrees Celsius, but because its partial pressure is so low that it exists in the superheated state. Okay, that it's important to keep that in mind."
en_psychro_p1_0032.wav,en_psychro_p1,en-IN,en-IN,,1,And the range of temperature that we are looking at is usually between 0 degrees Celsius and about 60 degrees Celsius.
en_psychro_p1_0033.wav,en_psychro_p1,en-IN,en-IN,,1,"for these conditions,  so 60 degrees Celsius, the isotherm corresponding to 60 degrees Celsius is here, and the isotherm corresponding to 0 degrees Celsius is here. So this is the range of"
en_psychro_p1_0035.wav,en_psychro_p1,en-IN,en-IN,,1,"Uh, this illustration was actually discussed in the previous course when we talked about properties of pure substances, particularly steam."
en_psychro_p1_0036.wav,en_psychro_p1,en-IN,en-IN,,1,"and R134A. So roughly, this shared area denotes the region in which the vapor obeys the ideal gas equation of state to within 10%."
en_psychro_p1_0038.wav,en_psychro_p1,en-IN,en-IN,,1,"And we will assume that, uh, in this course, and that is a very safe engineering assumption to make. Okay, there is no need to use the tables. The departure from the tables is very small, so we can essentially use that and we will use that."
en_psychro_p1_0039.wav,en_psychro_p1,en-IN,en-IN,,1,So these are the two important points that the water vapor in the room is superheated on account of its partial pressure being very small.
en_psychro_p1_0040.wav,en_psychro_p1,en-IN,en-IN,,1,The water vapor is superheated and we will assume it to be an ideal gas which obeys PV equal to RT.
en_psychro_p1_0041.wav,en_psychro_p1,en-IN,en-IN,,1,"So, moist air itself may be treated as a mixture of two ideal gases. Once we say that we are going to treat the water vapor as an ideal gas, we may take the moist air to be a mixture of two ideal gases, dry air."
en_psychro_p1_0042.wav,en_psychro_p1,en-IN,en-IN,,1,"which is usually denoted with the subscript A, and water vapor denoted with the subscript V."
en_psychro_p1_0043.wav,en_psychro_p1,en-IN,en-IN,,1,"Okay, so the air in this room is taken to be a mixture of two ideal gases, dry air itself and water vapor. Note that dry air itself is a mixture of two ideal gases, O2 and N2, but we need not worry."
en_psychro_p1_0045.wav,en_psychro_p1,en-IN,en-IN,,1,And this enormously simplifies the thermodynamic analysis of psychrometric applications.
en_psychro_p1_0047.wav,en_psychro_p1,en-IN,en-IN,,1,"mixture molecular weight. All these concepts have been discussed in great detail in the previous course, okay? So no new concepts are being introduced here. The only special thing is that moist air is a mixture of just two ideal gases."
en_psychro_p1_0049.wav,en_psychro_p1,en-IN,en-IN,,1,Okay? So this is an application of mixture of ideal gases.
en_psychro_p1_0051.wav,en_psychro_p1,en-IN,en-IN,,1,"Its own equation of state, dry air PA equal to number of moles of dry air times RT over V. Notice that we are using the Dalton's model. So all the components occupy the same volume and are at the same temperature, only their pressures are different."
en_psychro_p1_0053.wav,en_psychro_p1,en-IN,en-IN,,1,"And since we have only two components, we may write the total pressure of mixture is nothing but the sum of the partial pressures of its components. So PA plus PV. And the total number of moles is also the sum of the number of moles of the individual species."
en_psychro_p1_0055.wav,en_psychro_p1,en-IN,en-IN,,1,And so that is we can use that for both PV and PA.
en_psychro_p1_0056.wav,en_psychro_p1,en-IN,en-IN,,1,"So,  if you are not familiar with this, I  suggest that you  look at the video  in the first course which deals with mixture of ideal gases and then  revise these concepts before you proceed."
en_psychro_p1_0057.wav,en_psychro_p1,en-IN,en-IN,,1,"So the first new term that we are going to introduce, I'm sorry, introduce in psychrometry is the"
en_psychro_p1_0058.wav,en_psychro_p1,en-IN,en-IN,,1,Okay? The humidity ratio denoted omega is defined as the ratio of the mass of the water vapor to mass of dry air in a given sample.
en_psychro_p1_0060.wav,en_psychro_p1,en-IN,en-IN,,1,"sort of don't realize that you are talking about MV or masses of different substances in the numerator and denominator, okay? So it's always a good practice to denote this as MV over MA, kg vapor per kg dry air."
en_psychro_p1_0061.wav,en_psychro_p1,en-IN,en-IN,,1,"Now, we can write this since, um, by definition, molecular weight is, uh, mass divided by number of moles, we may write MV as NV times MV, and similarly for the dry air."
en_psychro_p1_0062.wav,en_psychro_p1,en-IN,en-IN,,1,"And if I divide the numerator and denominator by n, in this case, for instance, if I, if I do this."
en_psychro_p1_0063.wav,en_psychro_p1,en-IN,en-IN,,1,"So I divide the numerator and denominator by n, then nv over n may be written as"
en_psychro_p1_0065.wav,en_psychro_p1,en-IN,en-IN,,1,"As we learned in the previous course, sum of all mole fractions should sum up to 1. In this case, there are only two components, so YA plus YV equal to 1, and I can replace YA in the denominator with 1 minus YV."
en_psychro_p1_0068.wav,en_psychro_p1,en-IN,en-IN,,1,"Now, if I substitute the value for molecular weight of water vapor 18 and for air 28.97, we get this to be"
en_psychro_p1_0069.wav,en_psychro_p1,en-IN,en-IN,,1,Omega equal to 0.622 times PV over P minus PV kg vapor per kg dry air. So this is an expression that we will use quite extensively.
en_psychro_p1_0070.wav,en_psychro_p1,en-IN,en-IN,,1,Another term that is used  in the context of  synchrometry and HVAC application is relative humidity denoted by the Greek letter phi.
en_psychro_p1_0071.wav,en_psychro_p1,en-IN,en-IN,,1,"from practical experience,  you may  probably have  noticed the following. Let's say that we have a certain amount of water vapor in the air in this room. And we keep adding more and more water vapor, and beyond a certain point,"
en_psychro_p1_0073.wav,en_psychro_p1,en-IN,en-IN,,1,"I will explain that in a minute. But the air appears to be quote unquote saturated. You cannot add any more water vapor to the air in the room. So if you try to add any more water vapor, it simply condenses back to liquid water. It doesn't stay in the vapor form or superheated form."
en_psychro_p1_0074.wav,en_psychro_p1,en-IN,en-IN,,1,"Okay? 
So, that means that there is a maximum to the amount of water vapor that this air can hold at this temperature. 
We have not changed the temperature of the  of the air in the in the room. 
So the temperature remains constant."
en_psychro_p1_0075.wav,en_psychro_p1,en-IN,en-IN,,1,"We try to add more and more water, which means that the partial pressure of the water vapor increases and the partial pressure of air decreases, but the mixture pressure remains the same, okay? So, so we keep adding more and more water vapor."
en_psychro_p1_0076.wav,en_psychro_p1,en-IN,en-IN,,1,And it appears that there is a maximum amount of water vapor that we can add.
en_psychro_p1_0078.wav,en_psychro_p1,en-IN,en-IN,,1,"In the given sample, to the maximum mole fraction of water vapor that can be present at the same temperature."
en_psychro_p1_0079.wav,en_psychro_p1,en-IN,en-IN,,1,can only hold so much of water. So that is the maximum amount of water vapor that the air can hold at this temperature. So the ratio of YV over YV saturated at that pressure and temperature is called relative humidity.
en_psychro_p1_0081.wav,en_psychro_p1,en-IN,en-IN,,1,"And as I said, the mixture pressure remains the same. So when the mixture appears to be saturated, the mole fraction of water vapor is a different value. It is likely to be higher because we have added more water vapor. So YV sat."
en_psychro_p1_0082.wav,en_psychro_p1,en-IN,en-IN,,1,"Times P is the partial pressure of water vapor at that state, okay? So the ratio comes out to be PV over P sat of T."
en_psychro_p1_0083.wav,en_psychro_p1,en-IN,en-IN,,1,"Okay, remember, once the water vapor, amount of water vapor reaches its maximum value,"
en_psychro_p1_0085.wav,en_psychro_p1,en-IN,en-IN,,1,Precisely meant by that is that the partial pressure of water vapor. The amount of water vapor is such that the partial pressure of water vapor is equal to the saturation pressure.
en_psychro_p1_0086.wav,en_psychro_p1,en-IN,en-IN,,1,"Okay, so that is called relative humidity. So relative humidity 100% implies that the air is"
en_psychro_p1_0087.wav,en_psychro_p1,en-IN,en-IN,,1,"Any value less than that, we can say the air is not saturated, there is room for adding more water. So if it is too humid, so we say the relative humidity is high, then you feel sticky."
en_psychro_p1_0088.wav,en_psychro_p1,en-IN,en-IN,,1,"So 80%, 90%, 100%, you feel sticky. If the relative humidity is 20 or 30% and the temperature is also in a reasonable range, then we feel comfortable, okay? So relative humidity measures not only the amount of water vapor present, but also"
en_psychro_p1_0089.wav,en_psychro_p1,en-IN,en-IN,,1,"The amount that can be present in relation to the temperature. So it brings in both the effect, the mole fraction of amount of water vapor and the temperature. Whereas the humidity ratio talks only about the amount of water vapor, not the temperature of the mixture."
en_psychro_p1_0090.wav,en_psychro_p1,en-IN,en-IN,,1,"So relative humidity is a very important term that is used in psychrometric applications and also if you listen to weather forecast, let's say temperature predicted tomorrow is let's say 26 degrees Celsius, relative humidity 50%."
en_psychro_p1_0091.wav,en_psychro_p1,en-IN,en-IN,,1,"In this chart, let me just clear some of these lines here."
en_psychro_p1_0092.wav,en_psychro_p1,en-IN,en-IN,,1,So let's say we have water vapor at 25 degrees Celsius and certain partial pressure.
en_psychro_p1_0093.wav,en_psychro_p1,en-IN,en-IN,,1,"Okay, let's say that the partial pressure is less than the maximum value. And now, if I add water,"
en_psychro_p1_0094.wav,en_psychro_p1,en-IN,en-IN,,1,"More water vapor to this air while keeping the temperature constant, the state of the water vapor."
en_psychro_p1_0095.wav,en_psychro_p1,en-IN,en-IN,,1,"moves like this. Because as I add water, there's a partial pressure increases and the state"
en_psychro_p1_0096.wav,en_psychro_p1,en-IN,en-IN,,1,"Uh, the partial pressure keeps moving like this. So we keep moving along the isotherm into different isobars, okay? Because we are keeping the temperature constant, we are moving along the isotherm."
en_psychro_p1_0097.wav,en_psychro_p1,en-IN,en-IN,,1,"Okay, notice that this state lies on the saturated vapor line. So this is the saturated."
en_psychro_p1_0098.wav,en_psychro_p1,en-IN,en-IN,,1,"So this state lies on the saturated vapor line. We cannot add any more water beyond this point. If you do, the water will condense right back into a liquid."
en_psychro_p1_0099.wav,en_psychro_p1,en-IN,en-IN,,1,"The partial pressure corresponding to the given state, which is PV, divided by this pressure."
en_psychro_p1_0100.wav,en_psychro_p1,en-IN,en-IN,,1,"25 degrees Celsius, okay? Notice that this is the saturation pressure corresponding to 25 degrees Celsius. That is called the relative humidity corresponding to this state."
en_psychro_p1_0101.wav,en_psychro_p1,en-IN,en-IN,,1,Okay? The dew point temperature is defined simply as the saturation temperature corresponding to the partial pressure of the water vapor.
en_psychro_p1_0102.wav,en_psychro_p1,en-IN,en-IN,,1,"So we have, uh, we have moist air at let's say 25 degrees Celsius and there's a certain amount of water vapor. So its partial pressure is PV."
en_psychro_p1_0103.wav,en_psychro_p1,en-IN,en-IN,,1,So the saturation temperature corresponding to PV is called the dew point temperature.
en_psychro_p1_0106.wav,en_psychro_p1,en-IN,en-IN,,1,Which means that the partial pressure of the water vapor remains constant. So we are as opposed to constant temperature process that we looked at in connection with relative humidity. Now we are looking at a constant.
en_psychro_p1_0109.wav,en_psychro_p1,en-IN,en-IN,,1,"I saw bar like this until I reach this state point. So once I reach this state point, again it's on the saturated vapor line, and if I lower it any further, water will begin to condense. So this temperature, the corresponding temperature here,"
en_psychro_p1_0110.wav,en_psychro_p1,en-IN,en-IN,,1,"This temperature is called the dew point temperature, and that is nothing but the saturation temperature corresponding to PV."
en_psychro_p1_0111.wav,en_psychro_p1,en-IN,en-IN,,1,"This is why, um, you see dew or dew drops on grass and leaves in the early in the morning."
en_psychro_p1_0112.wav,en_psychro_p1,en-IN,en-IN,,1,"Okay, so the air contained a certain amount of water vapor in the evening."
en_psychro_p1_0113.wav,en_psychro_p1,en-IN,en-IN,,1,"There is no more evaporation, so that is the maximum amount of vapor that you are going to see, right?"
en_psychro_p1_0114.wav,en_psychro_p1,en-IN,en-IN,,1,"So as the temperature begins to drop during the night, the amount of water vapor remains the same."
en_psychro_p1_0115.wav,en_psychro_p1,en-IN,en-IN,,1,"Okay? The temperature begins to drop, and then if it drops close to the dew point temperature during the night, you will start to see dew drops on leaves and other surfaces."
en_psychro_p1_0116.wav,en_psychro_p1,en-IN,en-IN,,1,"Late in the evening is sufficiently high and the temperature drops sufficiently low during the night, then you will definitely see dew early in the morning."
en_psychro_p1_0117.wav,en_psychro_p1,en-IN,en-IN,,1,"Uh, as moist air is heated at constant pressure, it becomes drier, okay? So you can see this here."
en_psychro_p1_0118.wav,en_psychro_p1,en-IN,en-IN,,1,"So as we heat moist air at constant pressure, that means we are moving along in this direction. Okay, let me just change the color here."
en_psychro_p1_0119.wav,en_psychro_p1,en-IN,en-IN,,1,"So if I heat moist air at constant pressure, then I'm moving along this isobar like this. So as I keep moving up, uh, you can see that it becomes drier."
en_psychro_p1_0120.wav,en_psychro_p1,en-IN,en-IN,,1,"Okay? Because it's distance, so let us say heat it up to this point."
en_psychro_p1_0121.wav,en_psychro_p1,en-IN,en-IN,,1,The saturation state corresponding to this lies over here. This corresponds to phi equal to 100. So this is phi equal to 100.
en_psychro_p1_0122.wav,en_psychro_p1,en-IN,en-IN,,1,"For this state. So as I move up here, you can see that here this state is closer to the saturated vapor line. Here it is far away from the saturated vapor line. So as I heat air, moist air at a constant pressure, the air becomes drier."
en_psychro_p1_0123.wav,en_psychro_p1,en-IN,en-IN,,1,"As a cool moist air at constant pressure, uh, the state gets closer and closer to the saturated vapor line, so the air becomes more and more humid."
