clip_id,audio_path,language,text,emotion,duration_s,sample_rate,sha256,snr_db,lufs,language_probability,speaker,source_url,source_title,license,asr_transcript,edited
en_nptel_lecture_demo_0015,data/clips/en_nptel_lecture_demo_0015.wav,en-IN,"in the usual manner. But in the applications or examples that we have seen so far, we notice that it does not  when you when you look at the  the energy equation that we have applied to different examples.",neutral,16.56,24000,22c54b9f543db701576a3e7af9bf58b335a2935d3f5e31532547e16ac99d05e0,30.0,-15.3,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"in the usual manner. But in the applications or examples that we have seen so far, we notice that it does not  when you when you look at the  the energy equation that we have applied to different examples.",False
en_nptel_lecture_demo_0016,data/clips/en_nptel_lecture_demo_0016.wav,en-IN,"We notice that the terms do not appear in this combination but appear in a combination where the specific enthalpy is defined on a per unit mass of dry air. So basically instead of dividing by M, we divide by mass of dry air.",neutral,16.56,24000,2d84afee181b4369c0ed03daeae02ae83a68e8fa8cdcffb11c31e1cf6177269b,36.9,-13.4,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"We notice that the terms do not appear in this combination but appear in a combination where the specific enthalpy is defined on a per unit mass of dry air. So basically instead of dividing by M, we divide by mass of dry air.",False
en_nptel_lecture_demo_0017,data/clips/en_nptel_lecture_demo_0017.wav,en-IN,"So if you do that, then we end up with this combination HA plus omega times HV, which is in units of kilojoule per kg dry air.",neutral,8.66,24000,3aca6ebf53bc1fcff77018813e2af33f66b4d31256fb1181112b304b00b50cc6,40.3,-13.7,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"So if you do that, then we end up with this combination HA plus omega times HV, which is in units of kilojoule per kg dry air.",False
en_nptel_lecture_demo_0018,data/clips/en_nptel_lecture_demo_0018.wav,en-IN,"Okay? There is nothing wrong with this. Okay? So this is perfectly all right, okay? But this is specific enthalpy on a per unit mass of moist air. But in applications, when we apply energy balance to practical problems and",neutral,16.16,24000,9a04852fbd3047f16f9514cfca643963adcaf6b48ba03cea475ac0f3edaf1125,35.8,-13.7,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"Okay? There is nothing wrong with this. Okay? So this is perfectly all right, okay? But this is specific enthalpy on a per unit mass of moist air. But in applications, when we apply energy balance to practical problems and",False
en_nptel_lecture_demo_0020,data/clips/en_nptel_lecture_demo_0020.wav,en-IN,"Okay? This is far more useful in psychrometric applications than this, okay? But there is nothing wrong with this also.",neutral,7.86,24000,0522a2017b325537e8135386f90e43e13b0f2a730578a7fa6def61bb5bc983f9,49.1,-14.1,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"Okay? This is far more useful in psychrometric applications than this, okay? But there is nothing wrong with this also.",False
en_nptel_lecture_demo_0021,data/clips/en_nptel_lecture_demo_0021.wav,en-IN,"And H star is what we will use in our examples from now onwards, okay? But we will clearly indicate. So this is actually H of moist air on specific.",neutral,13.86,24000,00f7fdcf20f919ef9eb229d031f298e1581a1261560be786b98ba01cff93ca1a,39.8,-13.6,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"And H star is what we will use in our examples from now onwards, okay? But we will clearly indicate. So this is actually H of moist air on specific.",False
en_nptel_lecture_demo_0022,data/clips/en_nptel_lecture_demo_0022.wav,en-IN,specific enthalpy of moist air on a per kg on a per kg moist air basis or per kg air. This is H star which is specific enthalpy of moist air on a per kg dry air basis.,neutral,13.86,24000,dd63f0656ff9321812aa57d4f5112f6bc1c2661ecc3e47e8a9058dc6afec31cc,32.4,-15.4,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),specific enthalpy of moist air on a per kg on a per kg moist air basis or per kg air. This is H star which is specific enthalpy of moist air on a per kg dry air basis.,False
en_nptel_lecture_demo_0023,data/clips/en_nptel_lecture_demo_0023.wav,en-IN,"Now, the new terms that we have introduced in psychrometry.",neutral,6.86,24000,28e3b89d2f8c507ebe918b53f1c0158d57e2d7fe99f79743ef51dbe77016c311,32.0,-14.0,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"Now, the new terms that we have introduced in psychrometry.",False
en_nptel_lecture_demo_0024,data/clips/en_nptel_lecture_demo_0024.wav,en-IN,"Uh, or like this. So this is a list of new terms that we have introduced. First one is the, uh, the partial pressure of water vapor.",neutral,8.36,24000,21fa8798fe834cc110e90326a8284e71290360a58c8f2dfb878da85ce4401c91,38.5,-17.1,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"Uh, or like this. So this is a list of new terms that we have introduced. First one is the, uh, the partial pressure of water vapor.",False
en_nptel_lecture_demo_0026,data/clips/en_nptel_lecture_demo_0026.wav,en-IN,"PV psychrometric operations, unit operations remains constant. Generally, we assume the mixture pressure to be constant. Furthermore, in all the examples that we are working out, we have assumed the mixture pressure to be 1 atmosphere. But mixture pressure is usually a constant, which means that PV depends only on omega.",neutral,18.26,24000,5ce77bb5eb6df180da0001494db4cd75200ea7d28c15556ce024f4076f4df105,33.6,-16.0,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"PV psychrometric operations, unit operations remains constant. Generally, we assume the mixture pressure to be constant. Furthermore, in all the examples that we are working out, we have assumed the mixture pressure to be 1 atmosphere. But mixture pressure is usually a constant, which means that PV depends only on omega.",False
en_nptel_lecture_demo_0029,data/clips/en_nptel_lecture_demo_0029.wav,en-IN,"Temperature T and omega. By temperature, what we mean here is the dry bulb temperature.",neutral,5.26,24000,5118fd37b158a70f396c680e77466b378d00f8a6b90148f5ca2f4fe14aadc04d,45.8,-15.1,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"Temperature T and omega. By temperature, what we mean here is the dry bulb temperature.",False
en_nptel_lecture_demo_0030,data/clips/en_nptel_lecture_demo_0030.wav,en-IN,May be written as HA plus omega HV and HA itself may be written as CP times T plus omega HG of T.,neutral,9.26,24000,f500e500dbd532769b9cf0f132c6aad911b0c999c899d15aff1939341683be2f,46.0,-14.5,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),May be written as HA plus omega HV and HA itself may be written as CP times T plus omega HG of T.,False
en_nptel_lecture_demo_0033,data/clips/en_nptel_lecture_demo_0033.wav,en-IN,"So we may write for the water vapor, uh, partial pressure of water vapor times volume of mixture equal to MV or V times T. So V itself may be written in terms of the, uh,",neutral,12.16,24000,df93bf9c9bb5418449c08bdb3489ae974082689806609e0379003388c11a546d,35.4,-14.1,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"So we may write for the water vapor, uh, partial pressure of water vapor times volume of mixture equal to MV or V times T. So V itself may be written in terms of the, uh,",False
en_nptel_lecture_demo_0034,data/clips/en_nptel_lecture_demo_0034.wav,en-IN,"Omega times RV times T over PV, and if I replace PV in favor of omega using this relationship, I get finally something like this.",neutral,10.86,24000,a74ad8dfd44745e5cd882abd452a0c8699b0dae136f87c3df5bdc0855793ed85,38.1,-15.0,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"Omega times RV times T over PV, and if I replace PV in favor of omega using this relationship, I get finally something like this.",False
en_nptel_lecture_demo_0035,data/clips/en_nptel_lecture_demo_0035.wav,en-IN,"This one here. So if you look at this one again, I can gather CP times T2.",conversational,6.66,24000,a2d3fa77cbb33e248c61fdc2c472d644524aeb02e90131acfe8c90af4bd96326,41.7,-13.4,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"This one here. So if you look at this one again, I can gather CP times T2.",False
en_nptel_lecture_demo_0037,data/clips/en_nptel_lecture_demo_0037.wav,en-IN,"And the dew point is nothing but T sat of PV, and PV depends on omega, so this depends on omega only.",neutral,8.36,24000,a3308c294642533801d4fa5a07feeb27ca50cd480525fe79d6b8df0daf0ea02f,35.5,-14.0,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"And the dew point is nothing but T sat of PV, and PV depends on omega, so this depends on omega only.",False
en_nptel_lecture_demo_0038,data/clips/en_nptel_lecture_demo_0038.wav,en-IN,"But the, uh, the important point that emerges from, uh, looking at the list of expressions here is that all the quantities depend only on two independent properties, T and omega.",neutral,12.56,24000,8f4535a5e3fc5f68e4c59770bbc04b84cc6bc28545767a206f16999a3315d8c0,43.5,-13.3,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"But the, uh, the important point that emerges from, uh, looking at the list of expressions here is that all the quantities depend only on two independent properties, T and omega.",False
en_nptel_lecture_demo_0039,data/clips/en_nptel_lecture_demo_0039.wav,en-IN,"Which is the basis for developing the psychrometric chart. So basically the psychrometric chart has two axes, vertical axis is omega.",neutral,11.26,24000,afeace2ecb19d306ce1c6a8b138d463dc8839be1f995f22f7144e8a14b2fe624,44.0,-14.5,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"Which is the basis for developing the psychrometric chart. So basically the psychrometric chart has two axes, vertical axis is omega.",False
en_nptel_lecture_demo_0040,data/clips/en_nptel_lecture_demo_0040.wav,en-IN,"And the horizontal axis is T, which is the dry bulb temperature, of course.",conversational,5.26,24000,0ec2922d14569a5f631923627c8e6353610880ed66c478762991c704153f3eec,22.5,-15.2,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"And the horizontal axis is T, which is the dry bulb temperature, of course.",False
en_nptel_lecture_demo_0041,data/clips/en_nptel_lecture_demo_0041.wav,en-IN,"Okay, some of them interestingly enough depend only on omega. Let me denote this using a slightly different color.",neutral,7.96,24000,c2cbb6491d6753b7768974d13efc856a5c74239fcc09f96ceea4b7339705b34e,42.4,-16.5,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"Okay, some of them interestingly enough depend only on omega. Let me denote this using a slightly different color.",False
en_nptel_lecture_demo_0042,data/clips/en_nptel_lecture_demo_0042.wav,en-IN,And this also depends only on omega. All the others seem to depend on T and omega.,neutral,6.56,24000,9155b881a182b35a9bf008435368f82f7168cf66f5660669b0f6420f33eec463,48.9,-14.1,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),And this also depends only on omega. All the others seem to depend on T and omega.,False
en_nptel_lecture_demo_0043,data/clips/en_nptel_lecture_demo_0043.wav,en-IN,"So basically the psychrometric chart, as you can see, has uh",conversational,5.76,24000,d6140d425f131914e8ae24aba49d42fca946e4c6286c97e3feaf5c22a2a9f331,36.3,-13.4,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"So basically the psychrometric chart, as you can see, has uh",False
en_nptel_lecture_demo_0044,data/clips/en_nptel_lecture_demo_0044.wav,en-IN,and dry bulb temperature on the x-axis and lines of constant values of each one of these variable is given in the is depicted in the chart. So basically the chart,neutral,16.36,24000,c561d76bea62140cb6c27e9ce4885111c0d039e71522ea9360d92144274f3bc5,32.1,-13.5,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),and dry bulb temperature on the x-axis and lines of constant values of each one of these variable is given in the is depicted in the chart. So basically the chart,False
en_nptel_lecture_demo_0045,data/clips/en_nptel_lecture_demo_0045.wav,en-IN,"Plots, lines of constant PV, lines of constant phi, lines of constant H star, lines of constant VA, wet bulb temperature.",neutral,10.36,24000,e23935ed332ac3ceb5f2873f50efeef7ed9231ce77d601b1233ed037dc8ca9b1,44.9,-14.7,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"Plots, lines of constant PV, lines of constant phi, lines of constant H star, lines of constant VA, wet bulb temperature.",False
en_nptel_lecture_demo_0046,data/clips/en_nptel_lecture_demo_0046.wav,en-IN,"Now, if you look at this and this, because these depend only on omega, uh, that means if the axis is vertical, this can be shown very nicely in the axis itself. So let me just erase this.",conversational,13.76,24000,4dca432c24eb6958cdba7bc3a9eeef3db85e6b8cb712e06a3ba0b2b47dcfd5f9,39.4,-12.8,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"Now, if you look at this and this, because these depend only on omega, uh, that means if the axis is vertical, this can be shown very nicely in the axis itself. So let me just erase this.",False
en_nptel_lecture_demo_0047,data/clips/en_nptel_lecture_demo_0047.wav,en-IN,"So what is shown here, let me erase this also, just okay. So what is shown here, this is",conversational,6.66,24000,a3c97942cc960dbefa629ff8bb4d982a1e1194776ef71336767ee08db17d6def,35.5,-14.4,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"So what is shown here, let me erase this also, just okay. So what is shown here, this is",False
en_nptel_lecture_demo_0048,data/clips/en_nptel_lecture_demo_0048.wav,en-IN,"PV, but instead of showing it in kilopascal, this is shown in millimeters of mercury, and the reference value 760 millimeters of mercury for barometric pressure is given there. So this can be easily converted into kilo units of kilopascal.",neutral,13.76,24000,0ba1abe30a91f659cdd25c7525719d238fad45949ee576fde807d0d2d29e2b09,37.4,-15.3,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"PV, but instead of showing it in kilopascal, this is shown in millimeters of mercury, and the reference value 760 millimeters of mercury for barometric pressure is given there. So this can be easily converted into kilo units of kilopascal.",False
en_nptel_lecture_demo_0049,data/clips/en_nptel_lecture_demo_0049.wav,en-IN,"So PV depends only on omega, since omega is the vertical axis, PV axis is also vertical.",neutral,5.86,24000,6cf69e5fa1a956434357dbfba77e449e13b0dc0d8799d3cb25e98bb648a8bbe0,43.4,-13.9,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"So PV depends only on omega, since omega is the vertical axis, PV axis is also vertical.",False
en_nptel_lecture_demo_0051,data/clips/en_nptel_lecture_demo_0051.wav,en-IN,"So this is the dew point, so this is dew point 0, dew point 10 degrees Celsius, 20 degrees Celsius and so on.",neutral,6.86,24000,af786786b1ccbdce0e27caeefe8bdb49be6426c8e5088a327e15ac31fa1bd129,37.5,-22.3,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"So this is the dew point, so this is dew point 0, dew point 10 degrees Celsius, 20 degrees Celsius and so on.",False
en_nptel_lecture_demo_0052,data/clips/en_nptel_lecture_demo_0052.wav,en-IN,Okay? So that is shown parallel to the omega axis. So these two are straightforward and  so we had denoted them using this green color. So let me just show them again. So this is,neutral,11.26,24000,d968130f5aa063b4dcfb33b8aa67505ff3d972f68613cb0b56abc57585ffddfc,36.3,-19.0,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),Okay? So that is shown parallel to the omega axis. So these two are straightforward and  so we had denoted them using this green color. So let me just show them again. So this is,False
en_nptel_lecture_demo_0053,data/clips/en_nptel_lecture_demo_0053.wav,en-IN,"In green, this is in green. They are dependent only on omega, so we know we can show them in the vertical axis.",neutral,6.66,24000,7f3dc4a6127aa4a0087f8156e349330df02bba195754e7dc3a2ba4144a60fed9,27.5,-20.6,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"In green, this is in green. They are dependent only on omega, so we know we can show them in the vertical axis.",False
en_nptel_lecture_demo_0056,data/clips/en_nptel_lecture_demo_0056.wav,en-IN,Quantity whose dependence on temperature we don't really know is this Hg.,neutral,4.56,24000,5c665dd4c534ad1d993773dee6a4e853fc312a4a332385cb620a896126cd418c,48.6,-14.4,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),Quantity whose dependence on temperature we don't really know is this Hg.,False
en_nptel_lecture_demo_0057,data/clips/en_nptel_lecture_demo_0057.wav,en-IN,"If you actually go to the property tables, let's say steam tables, and for the range of temperatures that we are going to likely encounter in psychrometric applications. We already mentioned that. So for the range of temperature,",neutral,14.51,24000,4147addc14bf5512ae3295c0a883172cd084aa6de4df74f0d8cc3b933505d2cd,48.2,-13.6,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"If you actually go to the property tables, let's say steam tables, and for the range of temperatures that we are going to likely encounter in psychrometric applications. We already mentioned that. So for the range of temperature,",False
en_nptel_lecture_demo_0059,data/clips/en_nptel_lecture_demo_0059.wav,en-IN,"kg, it varies only by about 100 kilojoule per kg, which is less than a 5% variation. So what happens is across the entire range of temperatures that we are seeing, Hg varies by less than 5%, which means that essentially Hg is a constant, more or less.",neutral,18.16,24000,b3b734f0eef85c82cdfcfce0fe40c76b30886c329f17b3ac963837012e76c22d,37.6,-13.3,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"kg, it varies only by about 100 kilojoule per kg, which is less than a 5% variation. So what happens is across the entire range of temperatures that we are seeing, Hg varies by less than 5%, which means that essentially Hg is a constant, more or less.",False
en_nptel_lecture_demo_0060,data/clips/en_nptel_lecture_demo_0060.wav,en-IN,"Which means that all H star equal to constant lines will depend linearly on T and omega, which means the H star equal to constant line.",neutral,10.66,24000,28838184ab10768001b5e68bf5e14642af71c0c5eece04581ae8645e847a5576,36.7,-12.9,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"Which means that all H star equal to constant lines will depend linearly on T and omega, which means the H star equal to constant line.",False
en_nptel_lecture_demo_0061,data/clips/en_nptel_lecture_demo_0061.wav,en-IN,"is a line with a negative slope, meaning in the second quadrant.",neutral,4.76,24000,de1ef42b18b371caa0e124c1840e41d0a30dd9f2d6ca53768d662065dcaf203b,44.2,-14.6,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"is a line with a negative slope, meaning in the second quadrant.",False
en_nptel_lecture_demo_0062,data/clips/en_nptel_lecture_demo_0062.wav,en-IN,"Of course, when we draw this line, you know, we are drawing accurately. But this argument that we are making is just to get an idea of what these lines will look like.",conversational,9.46,24000,941705ca4d311e0db9b8fca35ea90ba4b560b039c7f805e6a41f61f7a07091c5,41.6,-12.7,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"Of course, when we draw this line, you know, we are drawing accurately. But this argument that we are making is just to get an idea of what these lines will look like.",False
en_nptel_lecture_demo_0063,data/clips/en_nptel_lecture_demo_0063.wav,en-IN,"Uh, this constant, uh, H star equal to constant, what does it look like on a, uh,",conversational,6.86,24000,ac357be35ac2e05ec929d1a5c14358967f17ec774d37e22a14814931c323c559,23.5,-18.5,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"Uh, this constant, uh, H star equal to constant, what does it look like on a, uh,",False
en_nptel_lecture_demo_0065,data/clips/en_nptel_lecture_demo_0065.wav,en-IN,"with the negative slope, which is why we have shown the chart in the second quadrant.",neutral,5.06,24000,a6badc324ff68d1cdefd8d736e61b221ea704b1b843aa6cc9ddd11a10f7e87af,47.8,-15.6,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"with the negative slope, which is why we have shown the chart in the second quadrant.",False
en_nptel_lecture_demo_0066,data/clips/en_nptel_lecture_demo_0066.wav,en-IN,So H star equal to constant line looks like this. So it's uh these lines are uh it has a negative slope.,neutral,7.16,24000,3ca5e44fceb7a8e012bd2b10cccc894646bc0f1ff4292013b0b878dde9a59a27,38.2,-19.1,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),So H star equal to constant line looks like this. So it's uh these lines are uh it has a negative slope.,False
en_nptel_lecture_demo_0068,data/clips/en_nptel_lecture_demo_0068.wav,en-IN,"Or we can argue that HG is more or less a constant, so H star equal to constant is going to appear more or less like a straight line in with a negative slope in the psychrometric chart.",neutral,12.46,24000,3b56d1f13108f2625a54003593410fccb710f008d9a2964b24e180bcc887c567,44.5,-14.0,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"Or we can argue that HG is more or less a constant, so H star equal to constant is going to appear more or less like a straight line in with a negative slope in the psychrometric chart.",False
en_nptel_lecture_demo_0069,data/clips/en_nptel_lecture_demo_0069.wav,en-IN,"Now VA on the face of it appears to depend both on T and omega, but if you look at the second term here.",neutral,6.86,24000,db9c0a3841fde3275ae5aa56c22d8d2b771efe12fbcbfdc730ec468288b575c7,46.1,-12.7,,nptelhrd,https://www.youtube.com/watch?v=IVz3N68fF1c,Psychrometry - Part 5,Creative Commons Attribution license (reuse allowed),"Now VA on the face of it appears to depend both on T and omega, but if you look at the second term here.",False
